feature_id	start	end	chromosome
ENSG00000279264	8614356	8614696	5
ENSG00000124275	7851186	7906025	5
ENSG00000287486	1252006	1255976	5
ENSG00000249688	31754219	31754656	5
ENSG00000215217	7830378	7851151	5
ENSG00000185986	1567495	1594620	5
ENSG00000250716	3496229	3504004	5
ENSG00000213430	21882585	21884310	5
ENSG00000250337	27217714	27496994	5
ENSG00000169862	10971836	11904446	5
ENSG00000246016	10479371	10482309	5
ENSG00000275733	2261859	2262023	5
ENSG00000249781	9641305	9903852	5
ENSG00000251568	5375723	5376836	5
ENSG00000249166	10493291	10494094	5
ENSG00000279755	10064243	10064476	5
ENSG00000145569	14581792	14616180	5
ENSG00000251371	4640731	4648254	5
ENSG00000250808	5395972	5396335	5
ENSG00000250088	17587290	17587523	5
ENSG00000251112	12794100	12794731	5
ENSG00000250600	10441290	10441792	5
ENSG00000279075	8458842	8459183	5
ENSG00000288549	1639627	1644700	5
ENSG00000250453	28548135	28809291	5
ENSG00000271892	17107360	17107789	5
ENSG00000249191	18886622	18887095	5
ENSG00000249053	12794731	12795522	5
ENSG00000260981	8785042	8785468	5
ENSG00000113569	37288137	37371106	5
ENSG00000271715	10269489	10269918	5
ENSG00000248542	17649046	17649643	5
ENSG00000287199	24478516	24480057	5
ENSG00000280016	10082571	10082772	5
ENSG00000251549	8410789	8410996	5
ENSG00000183580	15500180	15939795	5
ENSG00000242608	13250235	13250662	5
ENSG00000168967	22142352	22152356	5
ENSG00000286751	20967211	21032845	5
ENSG00000248973	4451930	4866311	5
ENSG00000253766	21616262	21779522	5
ENSG00000248457	12914068	13032886	5
ENSG00000250587	30248350	30248893	5
ENSG00000248834	15384220	15384853	5
ENSG00000279125	8685581	8685816	5
ENSG00000223361	17353695	17354624	5
ENSG00000245729	8333481	8457558	5
ENSG00000286556	9789295	9812664	5
ENSG00000250332	23303565	23305143	5
ENSG00000164236	10564070	10657816	5
ENSG00000152582	35617844	35814611	5
ENSG00000224282	31822561	31823136	5
ENSG00000250389	8618581	8619104	5
ENSG00000251443	33229516	33284642	5
ENSG00000038382	14143342	14532128	5
ENSG00000249557	19233366	19234487	5
ENSG00000249490	20606710	20616441	5
ENSG00000279635	8980404	8980659	5
ENSG00000286961	22754227	22766824	5
ENSG00000249266	41967139	41968366	5
ENSG00000214132	20304045	20305448	5
ENSG00000253104	22139247	22141468	5
ENSG00000113492	34998101	35048135	5
ENSG00000164327	38937920	39074399	5
ENSG00000248537	9363275	9422481	5
ENSG00000283740	17604177	17605377	5
ENSG00000248908	24835280	24840583	5
ENSG00000248223	17353910	17354899	5
ENSG00000272417	10203600	10204040	5
ENSG00000182836	41306952	41510628	5
ENSG00000249521	4773481	4774865	5
ENSG00000248490	27406530	27436421	5
ENSG00000248813	31741833	31742327	5
ENSG00000233787	29881709	29882945	5
ENSG00000248337	17654373	17654643	5
ENSG00000286432	28614613	28654531	5
ENSG00000205765	41904188	41921636	5
ENSG00000283286	40415137	40431491	5
ENSG00000250822	17378906	17387310	5
ENSG00000248426	26669711	26669989	5
ENSG00000249941	4866521	4874759	5
ENSG00000287581	14356886	14359285	5
ENSG00000248145	13144000	13190677	5
ENSG00000240376	33162179	33162807	5
ENSG00000183666	21341833	21589372	5
ENSG00000286377	15425758	15496353	5
ENSG00000251654	25218973	25298612	5
ENSG00000276332	38197432	38198148	5
ENSG00000250455	37377049	37377971	5
ENSG00000286753	5390096	5422116	5
ENSG00000250667	17495658	17495826	5
ENSG00000251629	20611806	20937800	5
ENSG00000272057	14872332	14872713	5
ENSG00000286625	25963839	25990687	5
ENSG00000249016	54956235	54957846	5
ENSG00000279097	8572047	8572206	5
ENSG00000248118	3357264	3536094	5
ENSG00000250668	7346986	7348671	5
ENSG00000286271	42813647	42924535	5
ENSG00000286254	7226156	7229357	5
ENSG00000230571	26669346	26669736	5
ENSG00000286741	32653321	32656022	5
ENSG00000056097	32354350	32444740	5
ENSG00000287471	22212476	22213761	5
ENSG00000177058	55625845	55773194	5
ENSG00000248918	50969660	50970187	5
ENSG00000249102	33008934	33026025	5
ENSG00000248216	37505688	37506857	5
ENSG00000040731	24487100	24644978	5
ENSG00000248969	35678484	35827018	5
ENSG00000284439	17518367	17518963	5
ENSG00000112936	40909497	40984643	5
ENSG00000249927	18893902	18894168	5
ENSG00000287940	30733557	30743704	5
ENSG00000225230	56900041	56910714	5
ENSG00000274832	17669283	17669518	5
ENSG00000250619	9001774	9045940	5
ENSG00000248624	31657218	31665067	5
ENSG00000249092	42892319	42892817	5
ENSG00000248286	21196720	21196860	5
ENSG00000277878	28927298	28927459	5
ENSG00000260786	42188266	42191523	5
ENSG00000248160	17647712	17647944	5
ENSG00000280185	8793875	8794197	5
ENSG00000260066	1725149	1728172	5
ENSG00000164294	55160167	55167297	5
ENSG00000231291	4512262	4516776	5
ENSG00000016082	51383448	51394730	5
ENSG00000249289	23329427	23329892	5
ENSG00000249748	35938822	35939993	5
ENSG00000260761	25319834	25321346	5
ENSG00000251678	7344579	7345921	5
ENSG00000248554	43511058	43521811	5
ENSG00000280305	29979669	29983114	5
ENSG00000249198	57751192	57751717	5
ENSG00000248349	35896188	35896290	5
ENSG00000154122	14704800	14871778	5
ENSG00000250703	26670334	26670481	5
ENSG00000248148	45035199	45098647	5
ENSG00000205838	34838833	34899456	5
ENSG00000234865	23980587	23980938	5
ENSG00000248461	38025568	38184717	5
ENSG00000251163	42897262	42897832	5
ENSG00000250118	30365405	30365684	5
ENSG00000113593	65563236	65587549	5
ENSG00000248651	39888576	39889059	5
ENSG00000241739	31840492	31840971	5
ENSG00000213896	60429903	60430276	5
ENSG00000248092	43571594	43603230	5
ENSG00000249404	23013048	23014527	5
ENSG00000251189	38682070	38685126	5
ENSG00000249410	55551885	55552554	5
ENSG00000150756	10225507	10249897	5
ENSG00000151876	41925254	41941743	5
ENSG00000113389	32689070	32791724	5
ENSG00000261604	43287601	43290839	5
ENSG00000248279	32947443	32962467	5
ENSG00000248378	31743988	31744451	5
ENSG00000152931	60487713	60548813	5
ENSG00000283967	17590364	17590960	5
ENSG00000250418	44698431	44700808	5
ENSG00000283988	17593798	17594394	5
ENSG00000248846	66205120	66209893	5
ENSG00000169271	54455699	54456377	5
ENSG00000249579	63022919	63023489	5
ENSG00000278734	51101172	51101643	5
ENSG00000249160	10504996	10522084	5
ENSG00000249206	22580225	22580819	5
ENSG00000259663	51372736	51383332	5
ENSG00000134363	53480626	53487134	5
ENSG00000271296	17614781	17615111	5
ENSG00000132356	40759379	40798374	5
ENSG00000284465	17585162	17585758	5
ENSG00000249928	14874400	14874711	5
ENSG00000250182	14651941	14653329	5
ENSG00000279470	51963992	51964445	5
ENSG00000279671	25349841	25350073	5
ENSG00000280187	69186359	69189452	5
ENSG00000272323	34837549	34839278	5
ENSG00000284373	17498231	17498827	5
ENSG00000250764	32103445	32121941	5
ENSG00000287947	8012377	8014804	5
ENSG00000112996	44808947	44820428	5
ENSG00000112964	42423439	42721878	5
ENSG00000113100	26880597	27121150	5
ENSG00000251391	66298394	66393521	5
ENSG00000251599	73132008	73150592	5
ENSG00000251307	55233934	55295201	5
ENSG00000250687	70462244	70479215	5
ENSG00000248471	17642962	17643228	5
ENSG00000251273	25087450	25190956	5
ENSG00000248693	18704433	18746173	5
ENSG00000151388	33523535	33892019	5
ENSG00000248874	23951348	24178263	5
ENSG00000287090	73195314	73201973	5
ENSG00000249584	57890327	57899162	5
ENSG00000279107	21493436	21494596	5
ENSG00000250351	17620533	17620939	5
ENSG00000234602	55219564	55227315	5
ENSG00000233974	21481327	21484011	5
ENSG00000254701	70197255	70207745	5
ENSG00000248878	31725539	31725902	5
ENSG00000250289	68854910	68855085	5
ENSG00000248605	25404733	25445925	5
ENSG00000213956	50633124	50633602	5
ENSG00000249937	17684584	17955857	5
ENSG00000145626	35951006	36001028	5
ENSG00000248942	74258689	74321255	5
ENSG00000249099	26382519	26399819	5
ENSG00000280159	54643557	54645987	5
ENSG00000249638	7362979	7364531	5
ENSG00000248240	43515274	43525310	5
ENSG00000145526	19471296	20575873	5
ENSG00000287087	53897464	53899370	5
ENSG00000240281	41895068	41895599	5
ENSG00000248898	52673186	52799956	5
ENSG00000249142	32522758	32523865	5
ENSG00000249332	15112120	15266541	5
ENSG00000248120	40967505	40967763	5
ENSG00000039560	34656328	34832612	5
ENSG00000150753	10249929	10266389	5
ENSG00000154162	21750673	22853344	5
ENSG00000241668	31053565	31054153	5
ENSG00000276098	29516005	29516504	5
ENSG00000271334	39520398	39524726	5
ENSG00000250524	24881943	24885461	5
ENSG00000248185	63301523	63302056	5
ENSG00000284234	17525235	17525831	5
ENSG00000248783	12553890	12574637	5
ENSG00000279557	43586367	43587543	5
ENSG00000164346	74766991	74780113	5
ENSG00000248684	75910565	75911867	5
ENSG00000249338	51409617	51410205	5
ENSG00000271410	55356308	55357523	5
ENSG00000198780	74777574	74866966	5
ENSG00000070193	44300247	44389706	5
ENSG00000251033	26711551	26749997	5
ENSG00000286647	67356663	67366303	5
ENSG00000095015	56815549	56896152	5
ENSG00000250032	37939365	37947955	5
ENSG00000249740	38682581	38845829	5
ENSG00000250480	57120796	57122624	5
ENSG00000270495	28808538	28809255	5
ENSG00000226432	24170370	24171246	5
ENSG00000152932	58582221	58859394	5
ENSG00000251141	44742420	44808777	5
ENSG00000172244	43486709	43515148	5
ENSG00000276214	59314110	59314800	5
ENSG00000250330	79229904	79230588	5
ENSG00000225407	76691439	76716215	5
ENSG00000153015	64768930	65018750	5
ENSG00000272086	32174471	32175272	5
ENSG00000250048	39892138	40053324	5
ENSG00000249199	17367588	17375653	5
ENSG00000250319	23262159	23263185	5
ENSG00000248673	74111690	74536976	5
ENSG00000250747	73152416	73152938	5
ENSG00000251294	24554018	24613222	5
ENSG00000170571	50396192	50443248	5
ENSG00000250198	8839700	8898052	5
ENSG00000285552	40463562	40504563	5
ENSG00000250140	34860783	34861506	5
ENSG00000164181	60751791	60844274	5
ENSG00000250360	50965687	50967008	5
ENSG00000240627	51275253	51275734	5
ENSG00000249226	29001760	29003357	5
ENSG00000251062	32887990	32888145	5
ENSG00000249183	69068925	69069200	5
ENSG00000067248	55256055	55307694	5
ENSG00000249359	21323873	21341375	5
ENSG00000287176	30545177	30693984	5
ENSG00000249778	80033171	80033302	5
ENSG00000239694	41951313	41952193	5
ENSG00000244621	52282567	52282859	5
ENSG00000213949	52787916	52959209	5
ENSG00000226221	56504635	56505072	5
ENSG00000113448	58969038	60522120	5
ENSG00000279638	54286194	54286331	5
ENSG00000035499	60596912	60700190	5
ENSG00000243160	79529302	79530093	5
ENSG00000248418	29600676	29600868	5
ENSG00000251613	72687112	72771733	5
ENSG00000250066	68963246	68967845	5
ENSG00000280438	8717684	8717883	5
ENSG00000228367	75920670	75921660	5
ENSG00000285000	77030902	77152155	5
ENSG00000254170	78708734	78716082	5
ENSG00000250164	31747644	31748078	5
ENSG00000049860	74640023	74722647	5
ENSG00000234553	56536583	56537826	5
ENSG00000152380	80487969	80542563	5
ENSG00000279531	25425412	25425599	5
ENSG00000253333	70495100	70500903	5
ENSG00000285999	66085405	66093937	5
ENSG00000198865	42756818	42802439	5
ENSG00000039123	55307989	55425579	5
ENSG00000287179	63569419	63571617	5
ENSG00000174695	83052846	83077863	5
ENSG00000172497	81329996	81394179	5
ENSG00000145681	83637805	83720855	5
ENSG00000288579	33367179	33368778	5
ENSG00000250071	74798994	74800100	5
ENSG00000272335	44826076	44828592	5
ENSG00000251478	41585882	41587787	5
ENSG00000271752	50662859	50663266	5
ENSG00000250234	34656412	34657250	5
ENSG00000287597	40306824	40312905	5
ENSG00000254893	76173629	76174183	5
ENSG00000215158	34164698	34244796	5
ENSG00000249362	87662040	87705337	5
ENSG00000249664	83012285	83013109	5
ENSG00000250124	86380660	86381426	5
ENSG00000248586	57317989	57320020	5
ENSG00000251303	60630514	60630973	5
ENSG00000038427	83471618	83582303	5
ENSG00000249343	74321293	74341236	5
ENSG00000229666	67001383	67003953	5
ENSG00000286970	14728587	14734258	5
ENSG00000083720	41730065	41870425	5
ENSG00000261360	14661808	14664604	5
ENSG00000113387	32531633	32604079	5
ENSG00000271043	80650000	80650086	5
ENSG00000249854	20305565	20347972	5
ENSG00000214857	81892490	81892721	5
ENSG00000152611	35904288	35938779	5
ENSG00000280338	8080186	8080761	5
ENSG00000224993	43666766	43667232	5
ENSG00000248577	38763158	38764289	5
ENSG00000113597	65625004	65666233	5
ENSG00000249865	7367929	7373074	5
ENSG00000250874	85663232	85664684	5
ENSG00000250320	84382424	84490765	5
ENSG00000249114	31738269	31738660	5
ENSG00000272354	65020614	65020989	5
ENSG00000250629	38783580	38792754	5
ENSG00000234838	66572057	66572546	5
ENSG00000249668	40066651	40067200	5
ENSG00000249616	26739753	26741183	5
ENSG00000153044	69189574	69210357	5
ENSG00000248891	51427996	51428427	5
ENSG00000248285	63957893	63981043	5
ENSG00000113088	55024256	55034570	5
ENSG00000198237	69875271	69920867	5
ENSG00000205449	86282460	86296463	5
ENSG00000247572	81201341	81301565	5
ENSG00000233828	87048858	87138397	5
ENSG00000113273	78777209	78986087	5
ENSG00000123219	65517766	65563168	5
ENSG00000133401	31639131	32110932	5
ENSG00000250258	79774348	79816190	5
ENSG00000249286	43586918	43588223	5
ENSG00000259786	28809331	29217115	5
ENSG00000287540	45226286	45228428	5
ENSG00000248572	38399814	38403471	5
ENSG00000285997	56488486	56491499	5
ENSG00000134480	87318416	87412930	5
ENSG00000272370	65020038	65020551	5
ENSG00000287162	77958243	77959092	5
ENSG00000245526	88507546	88691057	5
ENSG00000244019	77545397	77546266	5
ENSG00000236068	64404512	64486615	5
ENSG00000251585	86402465	86402960	5
ENSG00000248475	58741581	58817099	5
ENSG00000132846	77072072	77087285	5
ENSG00000152670	55738017	55817157	5
ENSG00000244630	80855507	80855843	5
ENSG00000250306	88382948	88383260	5
ENSG00000251306	59528861	59529251	5
ENSG00000281357	91380349	91612566	5
ENSG00000130449	61332258	61546172	5
ENSG00000271455	50603229	50603511	5
ENSG00000251518	37948491	37951055	5
ENSG00000240412	58822503	58823714	5
ENSG00000164171	52989340	53094779	5
ENSG00000271714	74865893	74867854	5
ENSG00000152409	79236131	79327211	5
ENSG00000253940	31065970	31066132	5
ENSG00000242706	80498534	80498971	5
ENSG00000214244	60459848	60460739	5
ENSG00000152359	75674124	75717448	5
ENSG00000168621	37812677	37840041	5
ENSG00000241965	85762559	85763138	5
ENSG00000249352	68970692	69030165	5
ENSG00000230829	32221932	32222347	5
ENSG00000243592	56136979	56137531	5
ENSG00000164252	77029251	77065234	5
ENSG00000173221	95751319	95822726	5
ENSG00000232578	94592771	94594791	5
ENSG00000250697	32888236	33298066	5
ENSG00000249405	50858760	50860020	5
ENSG00000250421	67699429	67902600	5
ENSG00000164300	80111651	80256048	5
ENSG00000248393	82545862	82546310	5
ENSG00000178722	61610424	61793401	5
ENSG00000181104	76716126	76735770	5
ENSG00000176928	75025346	75052558	5
ENSG00000248779	44752949	44765744	5
ENSG00000164190	36876769	37066413	5
ENSG00000248789	52008031	52080987	5
ENSG00000251573	50969217	50970167	5
ENSG00000131730	81233320	81266398	5
ENSG00000248371	72574120	72660669	5
ENSG00000249776	92410256	92660863	5
ENSG00000240388	91354478	91354934	5
ENSG00000248587	37811589	37953827	5
ENSG00000134056	69217760	69230158	5
ENSG00000248205	17502043	17502363	5
ENSG00000249855	43495073	43496454	5
ENSG00000287447	93790505	93801320	5
ENSG00000287367	54663327	54737057	5
ENSG00000145623	38845858	38945596	5
ENSG00000250422	45557919	45559986	5
ENSG00000253251	65625027	65630928	5
ENSG00000242858	83746388	83746989	5
ENSG00000286638	91280272	91281643	5
ENSG00000250816	17202274	17203145	5
ENSG00000152348	81972023	82276857	5
ENSG00000250827	52579555	52581106	5
ENSG00000113319	80960363	81230162	5
ENSG00000227762	99532628	99534611	5
ENSG00000247345	59039761	59063503	5
ENSG00000249835	83531352	83581320	5
ENSG00000249777	76075531	76075920	5
ENSG00000254310	78753596	78753873	5
ENSG00000212930	91223419	91223967	5
ENSG00000236882	95838245	95860133	5
ENSG00000197860	65665928	65723035	5
ENSG00000250662	14877667	14877919	5
ENSG00000241829	34883057	34883520	5
ENSG00000271687	100046977	100048785	5
ENSG00000228650	56770799	56772303	5
ENSG00000113384	32124716	32174319	5
ENSG00000238000	98213402	98214121	5
ENSG00000272130	21569755	21570045	5
ENSG00000271828	56927874	56929573	5
ENSG00000145592	40825262	40835222	5
ENSG00000189127	80556755	80570280	5
ENSG00000250273	107195156	107195332	5
ENSG00000271874	34651457	34651888	5
ENSG00000249236	55978248	56111329	5
ENSG00000213763	77784881	77786003	5
ENSG00000169067	57480018	57482811	5
ENSG00000236447	81991995	81992481	5
ENSG00000112874	103548855	103562790	5
ENSG00000248733	58846885	58863414	5
ENSG00000286314	65965373	65969143	5
ENSG00000153071	39371675	39462300	5
ENSG00000062194	57173948	57264679	5
ENSG00000248708	87665345	87733269	5
ENSG00000248727	56451627	56481946	5
ENSG00000113318	80654652	80876815	5
ENSG00000251356	91476382	91477018	5
ENSG00000249572	33424025	33440619	5
ENSG00000164299	80319625	80321842	5
ENSG00000288349	70775506	70778475	5
ENSG00000250145	106543066	106544330	5
ENSG00000069020	66596361	67169595	5
ENSG00000278905	93600357	93603598	5
ENSG00000248870	82586776	82587411	5
ENSG00000250984	29795938	29796268	5
ENSG00000134061	67179613	67196799	5
ENSG00000286818	79840797	79845239	5
ENSG00000240003	80500332	80501400	5
ENSG00000249101	98025965	98026139	5
ENSG00000168685	35852695	35879603	5
ENSG00000127184	86617928	86620962	5
ENSG00000250081	65486444	65487048	5
ENSG00000250615	77073881	77074520	5
ENSG00000283462	103880129	103891404	5
ENSG00000213864	68159218	68159893	5
ENSG00000280009	86305233	86306149	5
ENSG00000251368	55750206	55750401	5
ENSG00000249153	85848502	85849199	5
ENSG00000247121	96814028	96935809	5
ENSG00000250885	32646564	32651976	5
ENSG00000271904	88433892	88498697	5
ENSG00000251348	95768999	95770700	5
ENSG00000250544	86746818	86749777	5
ENSG00000186479	64506015	64612319	5
ENSG00000214853	84999812	85000315	5
ENSG00000251450	80947694	80960907	5
ENSG00000145777	111070062	111078026	5
ENSG00000250585	40240167	40267657	5
ENSG00000249485	14797125	14798400	5
ENSG00000134352	55935095	55995022	5
ENSG00000249276	43874367	43886628	5
ENSG00000279869	25716271	25716715	5
ENSG00000226926	103430406	103526618	5
ENSG00000271207	100053686	100055045	5
ENSG00000250694	24352309	24353443	5
ENSG00000249743	73213930	73295258	5
ENSG00000250079	28213359	28214559	5
ENSG00000227908	55995167	56003649	5
ENSG00000251376	55054428	55055140	5
ENSG00000251435	56192530	56193633	5
ENSG00000133302	94618669	94739436	5
ENSG00000288539	52853183	52872925	5
ENSG00000287434	60699729	60702010	5
ENSG00000278958	104434772	104435499	5
ENSG00000248430	112452703	112452989	5
ENSG00000271862	83049376	83050964	5
ENSG00000152669	55231152	55233608	5
ENSG00000271035	28897785	28898274	5
ENSG00000214784	111192226	111193042	5
ENSG00000164253	77425970	77620611	5
ENSG00000113494	35048756	35230487	5
ENSG00000250955	95964999	95986311	5
ENSG00000251675	80128361	80143883	5
ENSG00000248935	60021249	60033020	5
ENSG00000250447	53776048	53819722	5
ENSG00000251366	80603383	80603644	5
ENSG00000248876	109470843	109471586	5
ENSG00000270133	94611906	94618122	5
ENSG00000273957	100388853	100389938	5
ENSG00000250391	99948295	99949583	5
ENSG00000250978	67463809	67475592	5
ENSG00000270388	100051133	100051916	5
ENSG00000217416	62776877	62777263	5
ENSG00000152495	111223653	111494886	5
ENSG00000145740	69093949	69131069	5
ENSG00000241059	91355380	91356026	5
ENSG00000245864	88676033	88779088	5
ENSG00000251000	95834424	95835046	5
ENSG00000249491	38425036	38427376	5
ENSG00000171495	40998017	41071342	5
ENSG00000214942	89900664	89990883	5
ENSG00000164347	74721206	74767147	5
ENSG00000248195	86335024	86335808	5
ENSG00000249894	67800740	67890096	5
ENSG00000286721	81408517	81411867	5
ENSG00000249944	115489634	115489931	5
ENSG00000249495	101976296	101976798	5
ENSG00000249439	111846050	111846566	5
ENSG00000250722	42799880	42887392	5
ENSG00000251495	82009602	82010094	5
ENSG00000248477	69607099	69624049	5
ENSG00000270906	100048988	100050362	5
ENSG00000251093	91226475	91227071	5
ENSG00000250049	92082597	92479426	5
ENSG00000249100	82765404	82766333	5
ENSG00000249436	57574027	57619816	5
ENSG00000251023	93860669	93863825	5
ENSG00000237705	56842016	56862164	5
ENSG00000251078	75752570	75753479	5
ENSG00000250017	45574590	45576612	5
ENSG00000272021	95849309	95849855	5
ENSG00000251076	112228283	112257309	5
ENSG00000176183	98338744	98339832	5
ENSG00000288035	51438792	51665048	5
ENSG00000113456	34905260	34918989	5
ENSG00000132357	40841308	40860175	5
ENSG00000246316	114475339	114668410	5
ENSG00000164258	53560633	53683338	5
ENSG00000249921	108784098	108785552	5
ENSG00000251419	75831255	75832764	5
ENSG00000286853	58114598	58145996	5
ENSG00000250138	69631963	69636399	5
ENSG00000179978	70094659	70128434	5
ENSG00000248323	91054834	91314547	5
ENSG00000250148	60743563	60744970	5
ENSG00000248950	92840807	92841628	5
ENSG00000164211	111496033	111512590	5
ENSG00000243914	31847271	31848148	5
ENSG00000248966	110948029	110950780	5
ENSG00000250427	118282575	118284782	5
ENSG00000249662	17444010	17486829	5
ENSG00000250308	57422464	57424391	5
ENSG00000249014	76242024	76242404	5
ENSG00000251566	77146568	77147165	5
ENSG00000248701	86797685	86800280	5
ENSG00000248757	103528434	103541985	5
ENSG00000253584	104917492	105246364	5
ENSG00000249301	75910283	75910576	5
ENSG00000049192	65148738	65481920	5
ENSG00000248363	86353803	86368854	5
ENSG00000251118	115770586	115770989	5
ENSG00000249128	118596188	118628092	5
ENSG00000175426	96390333	96434143	5
ENSG00000113391	93617725	94111699	5
ENSG00000227087	80331573	80332541	5
ENSG00000248901	98085866	98161352	5
ENSG00000270830	50903608	50903743	5
ENSG00000132837	78997564	79236038	5
ENSG00000253572	77942757	77946438	5
ENSG00000285151	70055820	70057416	5
ENSG00000250359	86087526	86087847	5
ENSG00000145642	64690442	64718190	5
ENSG00000248132	58107631	58122375	5
ENSG00000285809	117313085	117330149	5
ENSG00000248967	80746339	80746819	5
ENSG00000244363	77582376	77583122	5
ENSG00000248199	61878109	61927134	5
ENSG00000224032	112160526	112164818	5
ENSG00000251542	114576041	114579970	5
ENSG00000235635	56941307	56947152	5
ENSG00000250095	111912508	112017309	5
ENSG00000164309	79689836	79800240	5
ENSG00000196302	70516387	70555266	5
ENSG00000145703	76403285	76708132	5
ENSG00000270307	100051920	100052597	5
ENSG00000250013	83875166	83875821	5
ENSG00000248873	42465400	42468868	5
ENSG00000250099	24749374	24749772	5
ENSG00000067113	55424854	55534969	5
ENSG00000251221	80608623	80622524	5
ENSG00000248803	66622868	66623177	5
ENSG00000246763	98769618	98773469	5
ENSG00000248539	37899363	37920869	5
ENSG00000145782	115828200	115841837	5
ENSG00000251125	51451158	51462089	5
ENSG00000232633	113323028	113437174	5
ENSG00000250961	57395060	57534504	5
ENSG00000251477	117719240	117722097	5
ENSG00000251014	112546973	112547505	5
ENSG00000249904	125886285	125886753	5
ENSG00000248203	103246048	103253519	5
ENSG00000251044	68374765	68375292	5
ENSG00000248440	109497877	109499108	5
ENSG00000249318	111265809	111270089	5
ENSG00000181751	103258763	103278660	5
ENSG00000248428	110970951	111008899	5
ENSG00000250156	88408982	88439090	5
ENSG00000248854	55838801	55840025	5
ENSG00000249515	99549432	99577957	5
ENSG00000249787	100399047	100526912	5
ENSG00000162685	28926816	28927023	5
ENSG00000274455	100062275	100067954	5
ENSG00000196900	126631705	126636284	5
ENSG00000249068	109840128	109840692	5
ENSG00000249963	99996547	99997932	5
ENSG00000254138	31093977	31267610	5
ENSG00000285042	25188059	25188778	5
ENSG00000251237	52889666	52889954	5
ENSG00000241809	52903908	52904478	5
ENSG00000248781	56275304	56276630	5
ENSG00000250377	88691757	88695041	5
ENSG00000239870	67608654	67609130	5
ENSG00000249418	130598348	130598779	5
ENSG00000248350	112363456	112363666	5
ENSG00000249619	111572102	111572239	5
ENSG00000273860	67855735	67855986	5
ENSG00000248664	69113112	69136394	5
ENSG00000253613	111076921	111092115	5
ENSG00000164199	90529344	91164437	5
ENSG00000249169	92654848	92679141	5
ENSG00000250250	15602189	15619109	5
ENSG00000250221	98392070	98393530	5
ENSG00000286048	53024924	53035884	5
ENSG00000248794	81242330	81242599	5
ENSG00000248309	88883328	89466398	5
ENSG00000248296	124492775	124536348	5
ENSG00000248288	65209921	65210948	5
ENSG00000249697	56313905	56321397	5
ENSG00000234292	91280097	91281142	5
ENSG00000213630	126663337	126663568	5
ENSG00000249426	118760474	118785459	5
ENSG00000198961	109334713	109409974	5
ENSG00000253203	69639459	69679259	5
ENSG00000271797	115262505	115263448	5
ENSG00000286121	91642643	91799234	5
ENSG00000251132	115031273	115031894	5
ENSG00000197575	116716243	116716650	5
ENSG00000157107	72956041	73090522	5
ENSG00000251634	71102898	71128753	5
ENSG00000251409	95835943	95852721	5
ENSG00000248261	102141893	102146874	5
ENSG00000270350	100050359	100050650	5
ENSG00000285831	53297872	53326565	5
ENSG00000134982	112707498	112846239	5
ENSG00000175745	93583222	93594611	5
ENSG00000248648	133003119	133003365	5
ENSG00000251421	124395603	124400655	5
ENSG00000249744	29848684	29849218	5
ENSG00000239517	74931662	74931817	5
ENSG00000170606	133052013	133106449	5
ENSG00000250383	108818041	108830790	5
ENSG00000251107	76280956	76281267	5
ENSG00000246859	111510396	111739726	5
ENSG00000213716	95973041	95973446	5
ENSG00000224296	64674853	64675387	5
ENSG00000248236	99594329	99594740	5
ENSG00000250650	117019548	117019679	5
ENSG00000240611	133172218	133173053	5
ENSG00000249494	119006347	119070902	5
ENSG00000250882	112173570	112175548	5
ENSG00000178015	95620087	95622142	5
ENSG00000270225	100052859	100053539	5
ENSG00000248271	58161197	58161752	5
ENSG00000213757	79284132	79284918	5
ENSG00000272023	132963770	132964164	5
ENSG00000145794	127290796	127465737	5
ENSG00000248753	135120526	135139681	5
ENSG00000279772	123508736	123509187	5
ENSG00000181965	135534282	135535964	5
ENSG00000243385	83201229	83202141	5
ENSG00000272123	53089016	53089468	5
ENSG00000249807	10137138	10138365	5
ENSG00000253492	70132679	70132973	5
ENSG00000232517	54808210	54872551	5
ENSG00000251215	39169210	39170335	5
ENSG00000164400	132073789	132076170	5
ENSG00000239615	134267421	134267856	5
ENSG00000214794	109588338	109589592	5
ENSG00000248268	111277517	111302567	5
ENSG00000279232	98792861	98795766	5
ENSG00000215156	34190056	34193653	5
ENSG00000286577	94111720	94176029	5
ENSG00000262211	55936143	55941727	5
ENSG00000287390	130655383	130944178	5
ENSG00000279370	131261321	131261607	5
ENSG00000233943	56975593	56976224	5
ENSG00000250122	45890216	45895970	5
ENSG00000155324	126360132	126496494	5
ENSG00000272234	42806394	42806997	5
ENSG00000249057	66662331	66662988	5
ENSG00000113595	65589690	65625975	5
ENSG00000251627	110983563	110984466	5
ENSG00000260192	124808981	125602227	5
ENSG00000250244	133256492	133275977	5
ENSG00000249135	98203059	98205193	5
ENSG00000164588	45254948	45696498	5
ENSG00000250830	98402542	98402732	5
ENSG00000253787	68189876	68198407	5
ENSG00000248769	69653248	69654334	5
ENSG00000251575	61732774	61735715	5
ENSG00000250831	89466537	89470039	5
ENSG00000129596	115804733	115816659	5
ENSG00000232159	105099473	105100098	5
ENSG00000271737	134005147	134005562	5
ENSG00000233006	132311285	132370170	5
ENSG00000250197	115289036	115289330	5
ENSG00000250260	138039199	138039979	5
ENSG00000261269	72439903	72442387	5
ENSG00000226400	28927029	28927284	5
ENSG00000250678	119010060	119010542	5
ENSG00000250567	103408941	103412511	5
